stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Documents\CSI2P-Final-Project-Template\CSI2P-Final-Project-Template\SourceCode\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92474] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92476] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92478] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.92480] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.92483] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.92485] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.92488] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.92566] added dtor for bitmap 000000001db29bf0, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92911] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92920] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92924] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92927] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92931] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92934] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92937] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92941] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92948] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.92953] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.92958] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.92963] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.92968] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.93031] added dtor for bitmap 000000001db29530, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.94023] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.94038] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.94115] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.94133] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  18.56512] destroying display 00000000001da1b0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.57223] converting display bitmap 000000001db29530 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.57244] added dtor for bitmap 000000001db2a610, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.57344] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.57352] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.57358] removed dtor for bitmap 000000001db2a610
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.57401] converting display bitmap 000000001db29bf0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.57410] added dtor for bitmap 000000001db29380, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.57479] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.57495] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.57500] removed dtor for bitmap 000000001db29380
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.57532] converting display bitmap 000000001db2a460 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.57543] added dtor for bitmap 000000001db2a2b0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.57667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.57680] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.57825] removed dtor for bitmap 000000001db2a2b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.57976] converting display bitmap 000000001db2a100 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.57997] added dtor for bitmap 000000001db29da0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.58121] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.58130] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.58268] removed dtor for bitmap 000000001db29da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.58428] converting display bitmap 000000001db291d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.58457] added dtor for bitmap 000000001db29020, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.58585] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.58595] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.58759] removed dtor for bitmap 000000001db29020
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.58967] converting display bitmap 000000001db29890 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.58986] added dtor for bitmap 000000001db2a970, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.59171] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.59181] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.59319] removed dtor for bitmap 000000001db2a970
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.59417] converting display bitmap 000000001db29f50 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.59426] added dtor for bitmap 000000001db296e0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.59541] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.59551] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.59714] removed dtor for bitmap 000000001db296e0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.59841] converting display bitmap 0000000002cc2860 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.59855] added dtor for bitmap 000000001db29a40, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.59933] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.59945] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.59956] removed dtor for bitmap 000000001db29a40
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.60010] converting display bitmap 0000000002cc26b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.60020] added dtor for bitmap 000000001db2a2b0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.60087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.60098] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.60102] removed dtor for bitmap 000000001db2a2b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.60134] converting display bitmap 0000000002cc2500 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.60145] added dtor for bitmap 000000001db29da0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.60220] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.60229] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.60250] removed dtor for bitmap 000000001db29da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.60268] converting display bitmap 0000000002cc30d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.60276] added dtor for bitmap 000000001db2a7c0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.60344] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.60353] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.60360] removed dtor for bitmap 000000001db2a7c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.60393] converting display bitmap 0000000002cc2f20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.60401] added dtor for bitmap 000000001db2ab20, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.60471] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.60480] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.60487] removed dtor for bitmap 000000001db2ab20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.60697] converting display bitmap 0000000002cc2bc0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.60707] added dtor for bitmap 000000001db2ab20, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.60803] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.60811] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.60881] removed dtor for bitmap 000000001db2ab20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.61003] converting display bitmap 0000000002cc2d70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.61025] added dtor for bitmap 000000001db29da0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.61196] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.61205] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.61455] removed dtor for bitmap 000000001db29da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.61688] converting display bitmap 0000000002cc2350 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.61700] added dtor for bitmap 000000001db29020, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.61853] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.61863] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.62139] removed dtor for bitmap 000000001db29020
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.62364] converting display bitmap 0000000002cc2a10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.62375] added dtor for bitmap 000000001db29da0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.62458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.62468] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.62484] removed dtor for bitmap 000000001db29da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.62516] converting display bitmap 0000000002cc0550 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.62522] added dtor for bitmap 000000001db29020, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.62595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.62605] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.62615] removed dtor for bitmap 000000001db29020
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.62653] converting display bitmap 0000000002cc5e10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.62662] added dtor for bitmap 000000001db29380, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.62728] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.62736] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.62745] removed dtor for bitmap 000000001db29380
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.62780] converting display bitmap 0000000002cc5c60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.62790] added dtor for bitmap 000000001db2a2b0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.62868] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.62875] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.62910] removed dtor for bitmap 000000001db2a2b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.63006] converting display bitmap 0000000002cc76d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.63016] added dtor for bitmap 000000001db2a610, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.63079] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.63088] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.63094] removed dtor for bitmap 000000001db2a610
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.63128] converting display bitmap 0000000002cc7520 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.63136] added dtor for bitmap 000000001db2a2b0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.63204] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.63217] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.63224] removed dtor for bitmap 000000001db2a2b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.63254] converting display bitmap 0000000002cc9dc0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.63268] added dtor for bitmap 000000001db2a7c0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.63406] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.63418] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.63687] removed dtor for bitmap 000000001db2a7c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.64004] converting display bitmap 0000000002cc7c80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.64030] added dtor for bitmap 000000001db2a2b0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.64211] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.64221] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.64500] removed dtor for bitmap 000000001db2a2b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.64801] converting display bitmap 0000000002cc7ad0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.64816] added dtor for bitmap 000000001db2ab20, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.64966] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.64980] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.65278] removed dtor for bitmap 000000001db2ab20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.65463] converting display bitmap 0000000002cc6010 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.65478] added dtor for bitmap 000000001db29020, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.65627] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.65637] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.65933] removed dtor for bitmap 000000001db29020
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.66183] converting display bitmap 0000000002caf4c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.66199] added dtor for bitmap 000000001db28e70, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.66347] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.66359] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.66595] removed dtor for bitmap 000000001db28e70
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  18.66737] converting display bitmap 0000000002c78800 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  18.66746] added dtor for bitmap 000000001db296e0, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.66844] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.66852] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.66921] removed dtor for bitmap 000000001db296e0
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  18.67030] waiting for display 00000000001da1b0's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  18.74776] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  18.74790] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  18.84731] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.84894] removed dtor for timer 0000000002c66d50
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.84907] removed dtor for queue 0000000002c66e60
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.84914] removed dtor for bitmap 000000001db29bf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.84919] removed dtor for bitmap 000000001db29530
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.84923] removed dtor for bitmap 0000000002cc7520
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.84927] removed dtor for bitmap 0000000002cc76d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85007] removed dtor for bitmap 000000001db29f50
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85059] removed dtor for bitmap 000000001db29890
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85104] removed dtor for bitmap 000000001db291d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85146] removed dtor for bitmap 000000001db2a100
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85188] removed dtor for bitmap 000000001db2a460
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85231] removed dtor for bitmap 0000000002cc26b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85242] removed dtor for bitmap 0000000002cc2860
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85249] removed dtor for ttf_font 0000000002c73460
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85260] removed dtor for ttf_font 0000000002c9b500
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85269] removed dtor for ttf_font 0000000002c9b470
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85290] removed dtor for ttf_font 0000000002c730a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85314] removed dtor for ttf_font 0000000002c9b830
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85341] removed dtor for ttf_font 0000000002c9b4d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85370] removed dtor for bitmap 0000000002cc2d70
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85444] removed dtor for bitmap 0000000002cc2350
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85487] removed dtor for bitmap 0000000002cc5c60
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85506] removed dtor for bitmap 0000000002cc5e10
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85513] removed dtor for bitmap 0000000002cc2f20
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85520] removed dtor for bitmap 0000000002cc0550
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85529] removed dtor for bitmap 0000000002cc30d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85536] removed dtor for bitmap 0000000002cc2a10
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85570] removed dtor for bitmap 0000000002cc7ad0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85664] removed dtor for bitmap 0000000002caf4c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85730] removed dtor for bitmap 0000000002cc7c80
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85785] removed dtor for bitmap 0000000002cc6010
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85833] removed dtor for bitmap 0000000002cc9dc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85884] removed dtor for bitmap 0000000002c78800
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.85906] removed dtor for sample 0000000002cc3ec0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86217] removed dtor for sample_instance 0000000002c86aa0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86224] removed dtor for sample_instance 0000000002c74bf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86227] removed dtor for sample_instance 0000000002c74d10
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86230] removed dtor for sample_instance 0000000002c74e30
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86232] removed dtor for sample_instance 0000000002c74f50
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86235] removed dtor for sample_instance 0000000002c77010
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86238] removed dtor for sample_instance 0000000002c77130
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86242] removed dtor for sample_instance 0000000002c77250
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86248] removed dtor for sample_instance 0000000002c77370
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86253] removed dtor for sample_instance 0000000002c775a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86255] removed dtor for sample_instance 0000000002c776c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86258] removed dtor for sample_instance 0000000002c777e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86261] removed dtor for sample_instance 0000000002c77900
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86263] removed dtor for sample_instance 0000000002c77a20
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86266] removed dtor for sample_instance 0000000002c874c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86269] removed dtor for sample_instance 0000000002c875e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86272] removed dtor for sample_instance 0000000002c873a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86275] removed dtor for mixer 0000000002c749b0
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [  18.86280] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  18.86284] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [  18.86616] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [  18.86627] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  18.86632] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  18.86635] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [  18.86639] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  18.86649] removed dtor for voice 0000000002c74870
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  18.86653] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [  18.86657] Deallocated voice
audio-dsound D           dsound.cpp:296  _dsound_close                    [  18.86662] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [  18.87231] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [  18.87245] DirectSound closed
